No;Jenis BMN;Kode Barang;NUP;Nama Barang;;Merk;Kode1;Kode2;Kode3;ISBN1;ISBN2;ISBN3;Barcode1;Barcode2;Barcode3
8722;ASET TETAP LAINNYA;6010101001;6648;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8723;ASET TETAP LAINNYA;6010101001;6649;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8724;ASET TETAP LAINNYA;6010101001;6650;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8727;ASET TETAP LAINNYA;6010101001;6653;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8731;ASET TETAP LAINNYA;6010101001;6657;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8733;ASET TETAP LAINNYA;6010101001;6659;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8734;ASET TETAP LAINNYA;6010101001;6660;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8737;ASET TETAP LAINNYA;6010101001;6663;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8738;ASET TETAP LAINNYA;6010101001;6664;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8742;ASET TETAP LAINNYA;6010101001;6668;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8744;ASET TETAP LAINNYA;6010101001;6670;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8746;ASET TETAP LAINNYA;6010101001;6672;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8747;ASET TETAP LAINNYA;6010101001;6673;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8750;ASET TETAP LAINNYA;6010101001;6676;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8751;ASET TETAP LAINNYA;6010101001;6677;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8753;ASET TETAP LAINNYA;6010101001;6679;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8755;ASET TETAP LAINNYA;6010101001;6681;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8760;ASET TETAP LAINNYA;6010101001;6686;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8762;ASET TETAP LAINNYA;6010101001;6688;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8763;ASET TETAP LAINNYA;6010101001;6689;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8766;ASET TETAP LAINNYA;6010101001;6692;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8768;ASET TETAP LAINNYA;6010101001;6694;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8773;ASET TETAP LAINNYA;6010101001;6699;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8774;ASET TETAP LAINNYA;6010101001;6700;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8776;ASET TETAP LAINNYA;6010101001;6702;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8777;ASET TETAP LAINNYA;6010101001;6703;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8778;ASET TETAP LAINNYA;6010101001;6704;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8779;ASET TETAP LAINNYA;6010101001;6705;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8783;ASET TETAP LAINNYA;6010101001;6709;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8789;ASET TETAP LAINNYA;6010101001;6715;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8791;ASET TETAP LAINNYA;6010101001;6717;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8793;ASET TETAP LAINNYA;6010101001;6719;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8799;ASET TETAP LAINNYA;6010101001;6725;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8801;ASET TETAP LAINNYA;6010101001;6727;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8802;ASET TETAP LAINNYA;6010101001;6728;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8805;ASET TETAP LAINNYA;6010101001;6731;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8808;ASET TETAP LAINNYA;6010101001;6734;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8809;ASET TETAP LAINNYA;6010101001;6735;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8810;ASET TETAP LAINNYA;6010101001;6736;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8812;ASET TETAP LAINNYA;6010101001;6738;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8814;ASET TETAP LAINNYA;6010101001;6740;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8815;ASET TETAP LAINNYA;6010101001;6741;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8818;ASET TETAP LAINNYA;6010101001;6744;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8819;ASET TETAP LAINNYA;6010101001;6745;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8825;ASET TETAP LAINNYA;6010101001;6751;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8829;ASET TETAP LAINNYA;6010101001;6755;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8830;ASET TETAP LAINNYA;6010101001;6756;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8834;ASET TETAP LAINNYA;6010101001;6760;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8836;ASET TETAP LAINNYA;6010101001;6762;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8840;ASET TETAP LAINNYA;6010101001;6766;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8842;ASET TETAP LAINNYA;6010101001;6768;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8845;ASET TETAP LAINNYA;6010101001;6771;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8847;ASET TETAP LAINNYA;6010101001;6773;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8848;ASET TETAP LAINNYA;6010101001;6774;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8850;ASET TETAP LAINNYA;6010101001;6776;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8853;ASET TETAP LAINNYA;6010101001;6779;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8854;ASET TETAP LAINNYA;6010101001;6780;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8856;ASET TETAP LAINNYA;6010101001;6782;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8857;ASET TETAP LAINNYA;6010101001;6783;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8858;ASET TETAP LAINNYA;6010101001;6784;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8859;ASET TETAP LAINNYA;6010101001;6785;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8860;ASET TETAP LAINNYA;6010101001;6786;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8863;ASET TETAP LAINNYA;6010101001;6789;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8864;ASET TETAP LAINNYA;6010101001;6790;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8867;ASET TETAP LAINNYA;6010101001;6793;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8869;ASET TETAP LAINNYA;6010101001;6795;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8874;ASET TETAP LAINNYA;6010101001;6800;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8875;ASET TETAP LAINNYA;6010101001;6801;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8877;ASET TETAP LAINNYA;6010101001;6803;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8879;ASET TETAP LAINNYA;6010101001;6805;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8880;ASET TETAP LAINNYA;6010101001;6806;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8884;ASET TETAP LAINNYA;6010101001;6810;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8886;ASET TETAP LAINNYA;6010101001;6812;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8890;ASET TETAP LAINNYA;6010101001;6816;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8891;ASET TETAP LAINNYA;6010101001;6817;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8894;ASET TETAP LAINNYA;6010101001;6820;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8895;ASET TETAP LAINNYA;6010101001;6821;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8898;ASET TETAP LAINNYA;6010101001;6824;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8906;ASET TETAP LAINNYA;6010101001;6832;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8907;ASET TETAP LAINNYA;6010101001;6833;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8910;ASET TETAP LAINNYA;6010101001;6836;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8911;ASET TETAP LAINNYA;6010101001;6837;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8912;ASET TETAP LAINNYA;6010101001;6838;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8913;ASET TETAP LAINNYA;6010101001;6839;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8917;ASET TETAP LAINNYA;6010101001;6843;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8918;ASET TETAP LAINNYA;6010101001;6844;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8919;ASET TETAP LAINNYA;6010101001;6845;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8921;ASET TETAP LAINNYA;6010101001;6847;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8923;ASET TETAP LAINNYA;6010101001;6849;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8924;ASET TETAP LAINNYA;6010101001;6850;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8926;ASET TETAP LAINNYA;6010101001;6852;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8927;ASET TETAP LAINNYA;6010101001;6853;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8928;ASET TETAP LAINNYA;6010101001;6854;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8929;ASET TETAP LAINNYA;6010101001;6855;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8934;ASET TETAP LAINNYA;6010101001;6860;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8936;ASET TETAP LAINNYA;6010101001;6862;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8940;ASET TETAP LAINNYA;6010101001;6866;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8944;ASET TETAP LAINNYA;6010101001;6870;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8945;ASET TETAP LAINNYA;6010101001;6871;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8948;ASET TETAP LAINNYA;6010101001;6874;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8949;ASET TETAP LAINNYA;6010101001;6875;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8950;ASET TETAP LAINNYA;6010101001;6876;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8951;ASET TETAP LAINNYA;6010101001;6877;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8954;ASET TETAP LAINNYA;6010101001;6880;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8958;ASET TETAP LAINNYA;6010101001;6884;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8959;ASET TETAP LAINNYA;6010101001;6885;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2140;ASET TETAP LAINNYA;6010101001;66;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2355;ASET TETAP LAINNYA;6010101001;281;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2400;ASET TETAP LAINNYA;6010101001;326;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2434;ASET TETAP LAINNYA;6010101001;360;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2499;ASET TETAP LAINNYA;6010101001;425;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2624;ASET TETAP LAINNYA;6010101001;550;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2756;ASET TETAP LAINNYA;6010101001;682;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2795;ASET TETAP LAINNYA;6010101001;721;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2857;ASET TETAP LAINNYA;6010101001;783;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3205;ASET TETAP LAINNYA;6010101001;1131;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3384;ASET TETAP LAINNYA;6010101001;1310;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3413;ASET TETAP LAINNYA;6010101001;1339;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3421;ASET TETAP LAINNYA;6010101001;1347;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3557;ASET TETAP LAINNYA;6010101001;1483;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3711;ASET TETAP LAINNYA;6010101001;1637;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3927;ASET TETAP LAINNYA;6010101001;1853;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
4452;ASET TETAP LAINNYA;6010101001;2378;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
4695;ASET TETAP LAINNYA;6010101001;2621;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
4714;ASET TETAP LAINNYA;6010101001;2640;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
4753;ASET TETAP LAINNYA;6010101001;2679;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
4834;ASET TETAP LAINNYA;6010101001;2760;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
4835;ASET TETAP LAINNYA;6010101001;2761;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
4860;ASET TETAP LAINNYA;6010101001;2786;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
4925;ASET TETAP LAINNYA;6010101001;2851;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5008;ASET TETAP LAINNYA;6010101001;2934;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5027;ASET TETAP LAINNYA;6010101001;2953;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5069;ASET TETAP LAINNYA;6010101001;2995;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5087;ASET TETAP LAINNYA;6010101001;3013;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5358;ASET TETAP LAINNYA;6010101001;3284;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5632;ASET TETAP LAINNYA;6010101001;3558;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5748;ASET TETAP LAINNYA;6010101001;3674;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5831;ASET TETAP LAINNYA;6010101001;3757;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6004;ASET TETAP LAINNYA;6010101001;3930;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6012;ASET TETAP LAINNYA;6010101001;3938;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6049;ASET TETAP LAINNYA;6010101001;3975;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6091;ASET TETAP LAINNYA;6010101001;4017;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6108;ASET TETAP LAINNYA;6010101001;4034;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6115;ASET TETAP LAINNYA;6010101001;4041;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6198;ASET TETAP LAINNYA;6010101001;4124;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6252;ASET TETAP LAINNYA;6010101001;4178;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6290;ASET TETAP LAINNYA;6010101001;4216;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6292;ASET TETAP LAINNYA;6010101001;4218;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6731;ASET TETAP LAINNYA;6010101001;4657;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6779;ASET TETAP LAINNYA;6010101001;4705;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6796;ASET TETAP LAINNYA;6010101001;4722;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6857;ASET TETAP LAINNYA;6010101001;4783;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7018;ASET TETAP LAINNYA;6010101001;4944;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7065;ASET TETAP LAINNYA;6010101001;4991;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7090;ASET TETAP LAINNYA;6010101001;5016;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7265;ASET TETAP LAINNYA;6010101001;5191;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7321;ASET TETAP LAINNYA;6010101001;5247;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7400;ASET TETAP LAINNYA;6010101001;5326;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7472;ASET TETAP LAINNYA;6010101001;5398;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7578;ASET TETAP LAINNYA;6010101001;5504;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7689;ASET TETAP LAINNYA;6010101001;5615;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7743;ASET TETAP LAINNYA;6010101001;5669;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7776;ASET TETAP LAINNYA;6010101001;5702;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7795;ASET TETAP LAINNYA;6010101001;5721;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7840;ASET TETAP LAINNYA;6010101001;5766;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7981;ASET TETAP LAINNYA;6010101001;5907;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8046;ASET TETAP LAINNYA;6010101001;5972;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8148;ASET TETAP LAINNYA;6010101001;6074;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8192;ASET TETAP LAINNYA;6010101001;6118;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8353;ASET TETAP LAINNYA;6010101001;6279;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8391;ASET TETAP LAINNYA;6010101001;6317;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8505;ASET TETAP LAINNYA;6010101001;6431;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8719;ASET TETAP LAINNYA;6010101001;6645;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8764;ASET TETAP LAINNYA;6010101001;6690;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8849;ASET TETAP LAINNYA;6010101001;6775;Monografi;Aktif;Monografi 2020;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2290;ASET TETAP LAINNYA;6010101001;216;Monografi;Aktif;Monografi Perpustakaan;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2320;ASET TETAP LAINNYA;6010101001;246;Monografi;Aktif;Monografi Perpustakaan;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2352;ASET TETAP LAINNYA;6010101001;278;Monografi;Aktif;Monografi Perpustakaan;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2402;ASET TETAP LAINNYA;6010101001;328;Monografi;Aktif;Monografi Perpustakaan;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2468;ASET TETAP LAINNYA;6010101001;394;Monografi;Aktif;Monografi Perpustakaan;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2577;ASET TETAP LAINNYA;6010101001;503;Monografi;Aktif;Monografi Perpustakaan;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2618;ASET TETAP LAINNYA;6010101001;544;Monografi;Aktif;Monografi Perpustakaan;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2636;ASET TETAP LAINNYA;6010101001;562;Monografi;Aktif;Monografi Perpustakaan;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2785;ASET TETAP LAINNYA;6010101001;711;Monografi;Aktif;Monografi Perpustakaan;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
